Donor_ID,Project_ID,Score
DNR0313,PRJ0999,0.8803
DNR0313,PRJ1849,0.6162
DNR0313,PRJ1382,0.906
DNR0313,PRJ1104,0.5088
DNR0314,PRJ1907,0.6069
DNR0314,PRJ0215,0.8749
DNR0314,PRJ1472,0.8356
DNR0314,PRJ0056,0.5344
DNR0314,PRJ0245,0.7926
DNR0314,PRJ0571,0.5347
DNR0314,PRJ0488,0.6129
DNR0314,PRJ1016,0.6468
DNR0314,PRJ1456,0.8367
DNR0314,PRJ0519,0.5459
DNR0315,PRJ1996,0.9462
DNR0315,PRJ0956,0.913
DNR0315,PRJ0003,0.5654
DNR0315,PRJ1166,0.8143
DNR0315,PRJ1938,0.8192
DNR0315,PRJ1750,0.9789
DNR0315,PRJ1497,0.7437
DNR0315,PRJ1032,0.9279
DNR0315,PRJ1329,0.7692
DNR0315,PRJ0581,0.9607
DNR0316,PRJ0561,0.6357
DNR0316,PRJ1607,0.7807
DNR0316,PRJ1561,0.6681
DNR0316,PRJ1962,0.5925
DNR0316,PRJ1933,0.7738
DNR0316,PRJ0450,0.6756
DNR0316,PRJ1679,0.5723
DNR0316,PRJ1963,0.5921
DNR0316,PRJ0872,0.7364
DNR0316,PRJ1303,0.6576
DNR0317,PRJ1087,0.9828
DNR0317,PRJ1908,0.6366
DNR0317,PRJ0668,0.6093
DNR0317,PRJ0852,0.5197
DNR0317,PRJ1458,0.6584
DNR0317,PRJ0217,0.7911
DNR0317,PRJ1242,0.7368
DNR0317,PRJ1026,0.7143
DNR0317,PRJ0594,0.8492
DNR0317,PRJ0523,0.7524
DNR0318,PRJ1797,0.5051
DNR0318,PRJ1937,0.6069
DNR0318,PRJ1757,0.8468
DNR0318,PRJ1695,0.919
DNR0318,PRJ0432,0.5256
DNR0318,PRJ1699,0.7434
DNR0318,PRJ1452,0.9527
DNR0318,PRJ0444,0.9022
DNR0318,PRJ1493,0.997
DNR0318,PRJ1755,0.7008
DNR0319,PRJ0097,0.7319
DNR0319,PRJ1836,0.5228
DNR0319,PRJ1268,0.9129
DNR0319,PRJ1464,0.719
DNR0319,PRJ1488,0.9248
DNR0319,PRJ1131,0.6695
DNR0319,PRJ1417,0.6323
DNR0319,PRJ0460,0.8999
DNR0319,PRJ1301,0.7112
DNR0319,PRJ0559,0.9549
DNR0320,PRJ1285,0.6933
DNR0320,PRJ0594,0.5996
DNR0320,PRJ0176,0.6852
DNR0320,PRJ0103,0.6618
DNR0320,PRJ0494,0.9885
DNR0320,PRJ0731,0.927
DNR0320,PRJ0444,0.7635
DNR0320,PRJ0431,0.986
DNR0320,PRJ1759,0.898
DNR0320,PRJ1130,0.5717
DNR0321,PRJ0693,0.6621
DNR0321,PRJ0780,0.5096
DNR0321,PRJ0262,0.7565
DNR0321,PRJ1544,0.8755
DNR0321,PRJ1289,0.8957
DNR0321,PRJ1805,0.568
DNR0321,PRJ1884,0.8799
DNR0321,PRJ1508,0.6178
DNR0321,PRJ1002,0.7689
DNR0321,PRJ0593,0.6386
DNR0322,PRJ1479,0.9239
DNR0322,PRJ0399,0.7137
DNR0322,PRJ0857,0.9717
DNR0322,PRJ0081,0.6633
DNR0322,PRJ0648,0.9711
DNR0322,PRJ1468,0.5401
DNR0322,PRJ1276,0.8375
DNR0322,PRJ1039,0.8367
DNR0322,PRJ1901,0.5051
DNR0322,PRJ1009,0.9843
DNR0323,PRJ0094,0.7222
DNR0323,PRJ0950,0.8297
DNR0323,PRJ0260,0.7635
DNR0323,PRJ1545,0.5675
DNR0323,PRJ1172,0.9736
DNR0323,PRJ0508,0.5177
DNR0323,PRJ0787,0.7011
DNR0323,PRJ0219,0.8565
DNR0323,PRJ1566,0.5587
DNR0323,PRJ1973,0.9314
DNR0324,PRJ0859,0.7191
DNR0324,PRJ1795,0.7216
DNR0324,PRJ0104,0.7669
DNR0324,PRJ0228,0.6427
DNR0324,PRJ0312,0.9162
DNR0324,PRJ0280,0.8616
DNR0324,PRJ1873,0.6168
DNR0324,PRJ1610,0.812
DNR0324,PRJ0552,0.5302
DNR0324,PRJ0336,0.997
DNR0325,PRJ0127,0.7324
DNR0325,PRJ0681,0.5551
DNR0325,PRJ0031,0.5069
DNR0325,PRJ0648,0.6277
DNR0325,PRJ0140,0.7574
DNR0325,PRJ0759,0.8301
DNR0325,PRJ1503,0.8408
DNR0325,PRJ1589,0.6301
DNR0325,PRJ0225,0.9376
DNR0325,PRJ0328,0.5869
DNR0326,PRJ0905,0.9677
DNR0326,PRJ1436,0.628
DNR0326,PRJ1385,0.5101
DNR0326,PRJ1019,0.7005
DNR0326,PRJ1232,0.5953
DNR0326,PRJ0783,0.7814
DNR0326,PRJ0151,0.782
DNR0326,PRJ1645,0.827
DNR0326,PRJ1827,0.6071
DNR0326,PRJ1745,0.7557
DNR0327,PRJ0339,0.5719
DNR0327,PRJ0891,0.8543
DNR0327,PRJ0406,0.8323
DNR0327,PRJ1816,0.501
DNR0327,PRJ0783,0.9678
DNR0327,PRJ0263,0.857
DNR0327,PRJ0943,0.8196
DNR0327,PRJ1292,0.7437
DNR0327,PRJ1089,0.7468
DNR0327,PRJ1684,0.9237
DNR0328,PRJ1059,0.7584
DNR0328,PRJ1089,0.5655
DNR0328,PRJ1247,0.7836
DNR0328,PRJ1167,0.6487
DNR0328,PRJ0795,0.6465
DNR0328,PRJ0548,0.8474
DNR0328,PRJ1538,0.9034
DNR0328,PRJ0888,0.5649
DNR0328,PRJ1555,0.9634
DNR0328,PRJ0411,0.7036
DNR0329,PRJ1383,0.574
DNR0329,PRJ1096,0.8322
DNR0329,PRJ0089,0.5427
DNR0329,PRJ1305,0.879
DNR0329,PRJ0824,0.8561
DNR0329,PRJ0628,0.7279
DNR0329,PRJ1782,0.9874
DNR0329,PRJ0999,0.6665
DNR0329,PRJ1336,0.6461
DNR0329,PRJ0474,0.5305
DNR0330,PRJ1420,0.5211
DNR0330,PRJ0030,0.5775
DNR0330,PRJ0698,0.6281
DNR0330,PRJ1115,0.6225
DNR0330,PRJ1055,0.9401
DNR0330,PRJ0579,0.5322
DNR0330,PRJ1066,0.7077
DNR0330,PRJ0137,0.5876
DNR0330,PRJ1415,0.831
DNR0330,PRJ1236,0.8057
DNR0331,PRJ1617,0.6414
DNR0331,PRJ1626,0.8314
DNR0331,PRJ0253,0.576
DNR0331,PRJ1007,0.6214
DNR0331,PRJ0652,0.5031
DNR0331,PRJ0043,0.7657
DNR0331,PRJ1612,0.5946
DNR0331,PRJ0777,0.7768
DNR0331,PRJ1496,0.5694
DNR0331,PRJ0621,0.5446
DNR0332,PRJ1343,0.6841
DNR0332,PRJ1018,0.5195
DNR0332,PRJ1659,0.7068
DNR0332,PRJ0778,0.9212
DNR0332,PRJ0470,0.593
DNR0332,PRJ0133,0.7408
DNR0332,PRJ1456,0.5556
DNR0332,PRJ0336,0.8066
DNR0332,PRJ0573,0.9983
DNR0332,PRJ0961,0.7546
DNR0333,PRJ1219,0.9395
DNR0333,PRJ0398,0.5128
DNR0333,PRJ1701,0.734
DNR0333,PRJ1165,0.5772
DNR0333,PRJ0035,0.9713
DNR0333,PRJ1606,0.5097
DNR0333,PRJ1557,0.6945
DNR0333,PRJ1530,0.8245
DNR0333,PRJ0380,0.5321
DNR0333,PRJ1407,0.5216
DNR0334,PRJ0653,0.5739
DNR0334,PRJ1919,0.6261
DNR0334,PRJ0537,0.7921
DNR0334,PRJ0573,0.8142
DNR0334,PRJ1580,0.6038
DNR0334,PRJ0954,0.7946
DNR0334,PRJ1065,0.5015
DNR0334,PRJ0021,0.756
DNR0334,PRJ0417,0.7469
DNR0334,PRJ1897,0.6719
DNR0335,PRJ1350,0.6466
DNR0335,PRJ0046,0.6566
DNR0335,PRJ1284,0.6102
DNR0335,PRJ1956,0.8232
DNR0335,PRJ1917,0.7936
DNR0335,PRJ1688,0.6623
DNR0335,PRJ0048,0.5132
DNR0335,PRJ0366,0.858
DNR0335,PRJ1075,0.7081
DNR0335,PRJ0779,0.851
DNR0336,PRJ0150,0.7565
DNR0336,PRJ1833,0.8588
DNR0336,PRJ0379,0.8114
DNR0336,PRJ0504,0.7184
DNR0336,PRJ1662,0.6297
DNR0336,PRJ0211,0.5218
DNR0336,PRJ0122,0.9593
DNR0336,PRJ1115,0.7095
DNR0336,PRJ0325,0.6058
DNR0336,PRJ1828,0.512
DNR0337,PRJ1013,0.8717
DNR0337,PRJ1500,0.873
DNR0337,PRJ1843,0.6428
DNR0337,PRJ0891,0.7763
DNR0337,PRJ0457,0.7476
DNR0337,PRJ1728,0.6228
DNR0337,PRJ1125,0.6825
DNR0337,PRJ0591,0.6727
DNR0337,PRJ1592,0.5783
DNR0337,PRJ0596,0.5905
DNR0338,PRJ0908,0.8613
DNR0338,PRJ0366,0.7419
DNR0338,PRJ0079,0.9827
DNR0338,PRJ1623,0.9791
DNR0338,PRJ1939,0.5531
DNR0338,PRJ1527,0.8307
DNR0338,PRJ1667,0.651
DNR0338,PRJ1179,0.8004
DNR0338,PRJ1840,0.5462
DNR0338,PRJ0781,0.7525
DNR0339,PRJ0127,0.7335
DNR0339,PRJ0487,0.5998
DNR0339,PRJ0193,0.5447
DNR0339,PRJ1765,0.9481
DNR0339,PRJ1218,0.9908
DNR0339,PRJ1490,0.5564
DNR0339,PRJ0689,0.5162
DNR0339,PRJ1270,0.6901
DNR0339,PRJ1102,0.9204
DNR0339,PRJ1055,0.9278
DNR0340,PRJ0756,0.726
DNR0340,PRJ1462,0.5509
DNR0340,PRJ0516,0.7403
DNR0340,PRJ1132,0.6342
DNR0340,PRJ0494,0.6629
DNR0340,PRJ1381,0.7564
DNR0340,PRJ1058,0.9207
DNR0340,PRJ0123,0.5551
DNR0340,PRJ0643,0.797
DNR0340,PRJ1059,0.9794
DNR0341,PRJ0947,0.5764
DNR0341,PRJ1571,0.8233
DNR0341,PRJ0865,0.7536
DNR0341,PRJ0665,0.8002
DNR0341,PRJ0115,0.97
DNR0341,PRJ0626,0.9459
DNR0341,PRJ1527,0.9228
DNR0341,PRJ1757,0.5626
DNR0341,PRJ1278,0.733
DNR0341,PRJ0501,0.6234
DNR0342,PRJ0546,0.925
DNR0342,PRJ0114,0.9663
DNR0342,PRJ0876,0.8133
DNR0342,PRJ0054,0.8598
DNR0342,PRJ1613,0.581
DNR0342,PRJ0915,0.8469
DNR0342,PRJ0445,0.9445
DNR0342,PRJ1508,0.929
DNR0342,PRJ0543,0.8457
DNR0342,PRJ1641,0.7702
DNR0343,PRJ0310,0.5733
DNR0343,PRJ1697,0.839
DNR0343,PRJ0213,0.6661
DNR0343,PRJ1228,0.537
DNR0343,PRJ1186,0.8922
DNR0343,PRJ0156,0.9439
DNR0343,PRJ1640,0.855
DNR0343,PRJ1412,0.7758
DNR0343,PRJ0036,0.7697
DNR0343,PRJ0684,0.9786
DNR0344,PRJ0042,0.8307
DNR0344,PRJ0565,0.8569
DNR0344,PRJ0483,0.8662
DNR0344,PRJ0349,0.618
DNR0344,PRJ1026,0.7437
DNR0344,PRJ1957,0.777
DNR0344,PRJ1299,0.727
DNR0344,PRJ0688,0.6823
DNR0344,PRJ0123,0.8719
DNR0344,PRJ1225,0.8893
DNR0345,PRJ1245,0.599
DNR0345,PRJ0862,0.9177
DNR0345,PRJ0843,0.7957
DNR0345,PRJ0941,0.7813
DNR0345,PRJ1080,0.9478
DNR0345,PRJ0559,0.7557
DNR0345,PRJ1471,0.7145
DNR0345,PRJ1937,0.9755
DNR0345,PRJ1607,0.7905
DNR0345,PRJ0454,0.6168
DNR0346,PRJ1209,0.7351
DNR0346,PRJ1564,0.6882
DNR0346,PRJ1638,0.8287
DNR0346,PRJ0751,0.7586
DNR0346,PRJ1954,0.9634
DNR0346,PRJ0513,0.9588
DNR0346,PRJ0845,0.9642
DNR0346,PRJ1357,0.847
DNR0346,PRJ1264,0.6093
DNR0346,PRJ0605,0.6386
DNR0347,PRJ1278,0.6041
DNR0347,PRJ0738,0.6218
DNR0347,PRJ1936,0.7646
DNR0347,PRJ0547,0.6379
DNR0347,PRJ0960,0.8768
DNR0347,PRJ1986,0.6451
DNR0347,PRJ0034,0.6395
DNR0347,PRJ1803,0.8617
DNR0347,PRJ0781,0.5739
DNR0347,PRJ1035,0.5523
DNR0348,PRJ1823,0.9297
DNR0348,PRJ1302,0.8854
DNR0348,PRJ0074,0.5561
DNR0348,PRJ0154,0.8934
DNR0348,PRJ0291,0.6333
DNR0348,PRJ1818,0.5394
DNR0348,PRJ0918,0.5955
DNR0348,PRJ0602,0.7492
DNR0348,PRJ1078,0.9679
DNR0348,PRJ1345,0.5805
DNR0349,PRJ1774,0.9107
DNR0349,PRJ1851,0.6339
DNR0349,PRJ0584,0.6876
DNR0349,PRJ1605,0.966
DNR0349,PRJ1531,0.6317
DNR0349,PRJ1216,0.759
DNR0349,PRJ1385,0.7713
DNR0349,PRJ0514,0.9662
DNR0349,PRJ1915,0.7045
DNR0349,PRJ0504,0.5969
DNR0350,PRJ0080,0.6421
DNR0350,PRJ1001,0.7927
DNR0350,PRJ0605,0.8246
DNR0350,PRJ0116,0.5256
DNR0350,PRJ0916,0.8539
DNR0350,PRJ1559,0.9662
DNR0350,PRJ0626,0.561
DNR0350,PRJ1783,0.9981
DNR0350,PRJ1645,0.7297
DNR0350,PRJ1371,0.8226
DNR0351,PRJ1648,0.5931
DNR0351,PRJ1965,0.5315
DNR0351,PRJ1109,0.6029
DNR0351,PRJ0513,0.7213
DNR0351,PRJ0181,0.7121
DNR0351,PRJ1560,0.5137
DNR0351,PRJ1438,0.9804
DNR0351,PRJ0680,0.5767
DNR0351,PRJ0062,0.8324
DNR0351,PRJ0627,0.9184
DNR0352,PRJ0197,0.8872
DNR0352,PRJ0060,0.9095
DNR0352,PRJ1012,0.931
DNR0352,PRJ0569,0.743
DNR0352,PRJ1040,0.6373
DNR0352,PRJ0231,0.6675
DNR0352,PRJ0358,0.8479
DNR0352,PRJ1285,0.541
DNR0352,PRJ1503,0.8611
DNR0352,PRJ0652,0.5556
DNR0353,PRJ0399,0.5599
DNR0353,PRJ0780,0.9975
DNR0353,PRJ0587,0.7413
DNR0353,PRJ1778,0.8105
DNR0353,PRJ0896,0.7324
DNR0353,PRJ1217,0.9571
DNR0353,PRJ1326,0.6109
DNR0353,PRJ0444,0.5461
DNR0353,PRJ0075,0.7219
DNR0353,PRJ0174,0.6747
DNR0354,PRJ1079,0.7491
DNR0354,PRJ1607,0.7588
DNR0354,PRJ1406,0.6962
DNR0354,PRJ0443,0.6914
DNR0354,PRJ1359,0.8074
DNR0354,PRJ1021,0.6823
DNR0354,PRJ1535,0.6694
DNR0354,PRJ1858,0.8967
DNR0354,PRJ0627,0.8585
DNR0354,PRJ0029,0.909
DNR0355,PRJ0474,0.8916
DNR0355,PRJ0574,0.5657
DNR0355,PRJ0672,0.6625
DNR0355,PRJ0695,0.7903
DNR0355,PRJ0107,0.5827
DNR0355,PRJ1202,0.5382
DNR0355,PRJ0248,0.9209
DNR0355,PRJ0469,0.7328
DNR0355,PRJ0777,0.8075
DNR0355,PRJ1760,0.6773
DNR0356,PRJ1328,0.8797
DNR0356,PRJ1033,0.7027
DNR0356,PRJ0772,0.8097
DNR0356,PRJ1734,0.9687
DNR0356,PRJ1437,0.9705
DNR0356,PRJ0822,0.6314
DNR0356,PRJ0955,0.8116
DNR0356,PRJ0078,0.889
DNR0356,PRJ0950,0.8201
DNR0356,PRJ0701,0.9421
DNR0357,PRJ1885,0.5653
DNR0357,PRJ1483,0.6585
DNR0357,PRJ1159,0.736
DNR0357,PRJ0724,0.8622
DNR0357,PRJ0823,0.7493
DNR0357,PRJ0699,0.9775
DNR0357,PRJ1178,0.939
DNR0357,PRJ0401,0.9218
DNR0357,PRJ0379,0.9712
DNR0357,PRJ1193,0.6741
DNR0358,PRJ1131,0.6778
DNR0358,PRJ0697,0.5276
DNR0358,PRJ0703,0.9214
DNR0358,PRJ0184,0.5552
DNR0358,PRJ0545,0.6692
DNR0358,PRJ1540,0.9355
DNR0358,PRJ0225,0.6281
DNR0358,PRJ0172,0.7061
DNR0358,PRJ0802,0.565
DNR0358,PRJ0599,0.7692
DNR0359,PRJ0292,0.8541
DNR0359,PRJ0869,0.648
DNR0359,PRJ0729,0.6672
DNR0359,PRJ1342,0.6647
DNR0359,PRJ1112,0.9462
DNR0359,PRJ0077,0.9697
DNR0359,PRJ0553,0.7929
DNR0359,PRJ0096,0.9096
DNR0359,PRJ0086,0.745
DNR0359,PRJ0687,0.5356
DNR0360,PRJ1309,0.8149
DNR0360,PRJ1992,0.5115
DNR0360,PRJ1561,0.6917
DNR0360,PRJ1799,0.778
DNR0360,PRJ0640,0.5066
DNR0360,PRJ1488,0.8353
DNR0360,PRJ0467,0.8092
DNR0360,PRJ1607,0.5962
DNR0360,PRJ1433,0.7152
DNR0360,PRJ1957,0.8925
DNR0361,PRJ0499,0.8454
DNR0361,PRJ0354,0.6749
DNR0361,PRJ1897,0.506
DNR0361,PRJ0124,0.5347
DNR0361,PRJ0142,0.6908
DNR0361,PRJ1047,0.6018
DNR0361,PRJ0855,0.8556
DNR0361,PRJ0270,0.6747
DNR0361,PRJ1417,0.6123
DNR0361,PRJ1881,0.8765
DNR0362,PRJ0660,0.7308
DNR0362,PRJ1706,0.8574
DNR0362,PRJ0680,0.9903
DNR0362,PRJ1061,0.8167
DNR0362,PRJ0962,0.9008
DNR0362,PRJ0365,0.9151
DNR0362,PRJ0792,0.7519
DNR0362,PRJ0742,0.7784
DNR0362,PRJ1321,0.9883
DNR0362,PRJ0410,0.6869
DNR0363,PRJ0691,0.9997
DNR0363,PRJ1380,0.5121
DNR0363,PRJ0800,0.7575
DNR0363,PRJ0973,0.7054
DNR0363,PRJ0816,0.6728
DNR0363,PRJ0583,0.9873
DNR0363,PRJ0806,0.8731
DNR0363,PRJ0041,0.7261
DNR0363,PRJ1073,0.522
DNR0363,PRJ0658,0.6571
DNR0364,PRJ1545,0.6151
DNR0364,PRJ1347,0.7721
DNR0364,PRJ0048,0.8839
DNR0364,PRJ1953,0.9932
DNR0364,PRJ1526,0.7243
DNR0364,PRJ1299,0.8329
DNR0364,PRJ1813,0.9101
DNR0364,PRJ1432,0.7878
DNR0364,PRJ0691,0.9918
DNR0364,PRJ1746,0.8742
DNR0365,PRJ1287,0.5359
DNR0365,PRJ0973,0.5642
DNR0365,PRJ0488,0.8328
DNR0365,PRJ0073,0.5134
DNR0365,PRJ0995,0.9296
DNR0365,PRJ1993,0.6093
DNR0365,PRJ0735,0.5041
DNR0365,PRJ0960,0.8313
DNR0365,PRJ0936,0.7661
DNR0365,PRJ0745,0.8715
DNR0366,PRJ1231,0.8733
DNR0366,PRJ1280,0.6535
DNR0366,PRJ0868,0.5912
DNR0366,PRJ0597,0.681
DNR0366,PRJ0882,0.573
DNR0366,PRJ1409,0.7114
DNR0366,PRJ0673,0.7744
DNR0366,PRJ0668,0.5345
DNR0366,PRJ0639,0.6012
DNR0366,PRJ1260,0.5432
DNR0367,PRJ1696,0.5241
DNR0367,PRJ0846,0.8988
DNR0367,PRJ0458,0.9872
DNR0367,PRJ0690,0.5622
DNR0367,PRJ1584,0.9567
DNR0367,PRJ1239,0.6836
DNR0367,PRJ0785,0.9804
DNR0367,PRJ0490,0.6493
DNR0367,PRJ0491,0.6406
DNR0367,PRJ1442,0.5926
DNR0368,PRJ1970,0.5784
DNR0368,PRJ1316,0.7531
DNR0368,PRJ0407,0.5259
DNR0368,PRJ0265,0.5744
DNR0368,PRJ0711,0.5558
DNR0368,PRJ0751,0.5274
DNR0368,PRJ0191,0.5926
DNR0368,PRJ1929,0.5464
DNR0368,PRJ1168,0.9305
DNR0368,PRJ0736,0.8111
DNR0369,PRJ1727,0.7578
DNR0369,PRJ0199,0.7564
DNR0369,PRJ0073,0.7623
DNR0369,PRJ1977,0.5591
DNR0369,PRJ0851,0.7763
DNR0369,PRJ0705,0.6408
DNR0369,PRJ0186,0.8389
DNR0369,PRJ0707,0.819
DNR0369,PRJ1443,0.6971
DNR0369,PRJ0804,0.7091
DNR0370,PRJ1307,0.5558
DNR0370,PRJ0903,0.5837
DNR0370,PRJ1244,0.5101
DNR0370,PRJ1798,0.7432
DNR0370,PRJ1216,0.6786
DNR0370,PRJ0973,0.9275
DNR0370,PRJ0021,0.5213
DNR0370,PRJ1998,0.5895
DNR0370,PRJ1706,0.6131
DNR0370,PRJ1070,0.8454
DNR0371,PRJ1490,0.5717
DNR0371,PRJ1262,0.7167
DNR0371,PRJ1626,0.8897
DNR0371,PRJ0234,0.9758
DNR0371,PRJ0972,0.8529
DNR0371,PRJ0105,0.5293
DNR0371,PRJ1843,0.7049
DNR0371,PRJ1367,0.764
DNR0371,PRJ1929,0.735
DNR0371,PRJ0997,0.738
DNR0372,PRJ0288,0.8159
DNR0372,PRJ0104,0.8986
DNR0372,PRJ1239,0.8487
DNR0372,PRJ1835,0.793
DNR0372,PRJ1440,0.6123
DNR0372,PRJ0190,0.8995
DNR0372,PRJ0684,0.8967
DNR0372,PRJ1649,0.775
DNR0372,PRJ0360,0.7951
DNR0372,PRJ0576,0.9459
DNR0373,PRJ1465,0.7168
DNR0373,PRJ0597,0.9407
DNR0373,PRJ1026,0.9436
DNR0373,PRJ1307,0.5093
DNR0373,PRJ0823,0.833
DNR0373,PRJ0526,0.5604
DNR0373,PRJ0516,0.6849
DNR0373,PRJ0534,0.7504
DNR0373,PRJ1885,0.5905
DNR0373,PRJ1629,0.5841
DNR0374,PRJ1432,0.9683
DNR0374,PRJ1907,0.5528
DNR0374,PRJ1653,0.9514
DNR0374,PRJ0912,0.6795
DNR0374,PRJ1354,0.5991
DNR0374,PRJ1220,0.5827
DNR0374,PRJ1990,0.6377
DNR0374,PRJ1856,0.6317
DNR0374,PRJ1978,0.8762
DNR0374,PRJ0840,0.6698
DNR0375,PRJ1232,0.537
DNR0375,PRJ0277,0.5326
DNR0375,PRJ1521,0.9861
DNR0375,PRJ0030,0.7714
DNR0375,PRJ0117,0.5324
DNR0375,PRJ1981,0.8921
DNR0375,PRJ0596,0.5864
DNR0375,PRJ0684,0.7929
DNR0375,PRJ1683,0.8219
DNR0375,PRJ0068,0.9013
DNR0376,PRJ0390,0.9724
DNR0376,PRJ1250,0.8986
DNR0376,PRJ0742,0.786
DNR0376,PRJ0994,0.9436
DNR0376,PRJ0580,0.9829
DNR0376,PRJ0347,0.7903
DNR0376,PRJ0943,0.9533
DNR0376,PRJ0888,0.8379
DNR0376,PRJ0124,0.9591
DNR0376,PRJ1167,0.8382
DNR0377,PRJ0443,0.6964
DNR0377,PRJ0534,0.8524
DNR0377,PRJ1627,0.6675
DNR0377,PRJ1640,0.8201
DNR0377,PRJ1469,0.605
DNR0377,PRJ0109,0.556
DNR0377,PRJ1215,0.6443
DNR0377,PRJ1064,0.9588
DNR0377,PRJ0450,0.9417
DNR0377,PRJ0774,0.5811
DNR0378,PRJ1517,0.592
DNR0378,PRJ1175,0.911
DNR0378,PRJ0715,0.9789
DNR0378,PRJ0520,0.949
DNR0378,PRJ1712,0.6374
DNR0378,PRJ0895,0.7539
DNR0378,PRJ1997,0.9455
DNR0378,PRJ1324,0.5808
DNR0378,PRJ0272,0.5788
DNR0378,PRJ0123,0.7388
DNR0379,PRJ1868,0.5826
DNR0379,PRJ1716,0.8181
DNR0379,PRJ0082,0.8673
DNR0379,PRJ0213,0.9734
DNR0379,PRJ0883,0.889
DNR0379,PRJ0274,0.5593
DNR0379,PRJ1547,0.6597
DNR0379,PRJ0326,0.8194
DNR0379,PRJ0582,0.8213
DNR0379,PRJ1067,0.6958
DNR0380,PRJ0203,0.64
DNR0380,PRJ1540,0.713
DNR0380,PRJ1907,0.8949
DNR0380,PRJ1969,0.8063
DNR0380,PRJ1697,0.8907
DNR0380,PRJ0164,0.5255
DNR0380,PRJ0361,0.7357
DNR0380,PRJ1229,0.7751
DNR0380,PRJ0091,0.7085
DNR0380,PRJ1973,0.5306
DNR0381,PRJ1215,0.6872
DNR0381,PRJ1333,0.9244
DNR0381,PRJ0102,0.544
DNR0381,PRJ0214,0.9641
DNR0381,PRJ1705,0.9845
DNR0381,PRJ1811,0.5615
DNR0381,PRJ1892,0.8786
DNR0381,PRJ1519,0.6353
DNR0381,PRJ0823,0.5059
DNR0381,PRJ0699,0.8321
DNR0382,PRJ0191,0.5218
DNR0382,PRJ1957,0.9415
DNR0382,PRJ0875,0.5218
DNR0382,PRJ0647,0.5024
DNR0382,PRJ0912,0.9068
DNR0382,PRJ0638,0.7004
DNR0382,PRJ1273,0.6089
DNR0382,PRJ1445,0.6501
DNR0382,PRJ1650,0.5731
DNR0382,PRJ0944,0.5823
DNR0383,PRJ0551,0.8601
DNR0383,PRJ0972,0.5022
DNR0383,PRJ0310,0.7415
DNR0383,PRJ0153,0.8856
DNR0383,PRJ0276,0.6078
DNR0383,PRJ0064,0.6089
DNR0383,PRJ1085,0.6682
DNR0383,PRJ0304,0.7354
DNR0383,PRJ1043,0.7212
DNR0383,PRJ0131,0.5534
DNR0384,PRJ1563,0.9272
DNR0384,PRJ1774,0.9433
DNR0384,PRJ1579,0.6088
DNR0384,PRJ1733,0.7211
DNR0384,PRJ0462,0.5344
DNR0384,PRJ1056,0.9535
DNR0384,PRJ0906,0.8594
DNR0384,PRJ1833,0.9576
DNR0384,PRJ1980,0.8308
DNR0384,PRJ0030,0.7982
DNR0385,PRJ1693,0.5509
DNR0385,PRJ0849,0.6128
DNR0385,PRJ0201,0.587
DNR0385,PRJ1596,0.5184
DNR0385,PRJ1014,0.5109
DNR0385,PRJ1139,0.5796
DNR0385,PRJ0225,0.7262
DNR0385,PRJ1900,0.6635
DNR0385,PRJ0603,0.7912
DNR0385,PRJ1140,0.9253
DNR0386,PRJ1828,0.5938
DNR0386,PRJ0828,0.5308
DNR0386,PRJ0473,0.7817
DNR0386,PRJ1618,0.7192
DNR0386,PRJ1285,0.9847
DNR0386,PRJ1444,0.5795
DNR0386,PRJ1750,0.5258
DNR0386,PRJ1771,0.7669
DNR0386,PRJ0989,0.9488
DNR0386,PRJ1700,0.811
DNR0387,PRJ1782,0.871
DNR0387,PRJ0696,0.6091
DNR0387,PRJ1844,0.7277
DNR0387,PRJ1451,0.7215
DNR0387,PRJ1516,0.9633
DNR0387,PRJ1312,0.6441
DNR0387,PRJ1437,0.6773
DNR0387,PRJ1015,0.961
DNR0387,PRJ0071,0.8664
DNR0387,PRJ0649,0.7083
DNR0388,PRJ0114,0.6872
DNR0388,PRJ0682,0.5897
DNR0388,PRJ1669,0.5673
DNR0388,PRJ1624,0.6186
DNR0388,PRJ0702,0.9653
DNR0388,PRJ0687,0.8228
DNR0388,PRJ1993,0.576
DNR0388,PRJ0579,0.6137
DNR0388,PRJ1538,0.8071
DNR0388,PRJ0160,0.6078
DNR0389,PRJ1672,0.5508
DNR0389,PRJ1713,0.786
DNR0389,PRJ0484,0.6102
DNR0389,PRJ1371,0.9229
DNR0389,PRJ1763,0.8831
DNR0389,PRJ1059,0.5585
DNR0389,PRJ1014,0.5829
DNR0389,PRJ0577,0.9249
DNR0389,PRJ0469,0.6098
DNR0389,PRJ1869,0.9152
DNR0390,PRJ0047,0.7644
DNR0390,PRJ1898,0.5313
DNR0390,PRJ1287,0.9134
DNR0390,PRJ0699,0.5359
DNR0390,PRJ0227,0.7286
DNR0390,PRJ1941,0.7322
DNR0390,PRJ0579,0.6227
DNR0390,PRJ1522,0.5494
DNR0390,PRJ1417,0.744
DNR0390,PRJ0111,0.8087
DNR0391,PRJ1546,0.9352
DNR0391,PRJ1723,0.6186
DNR0391,PRJ1531,0.52
DNR0391,PRJ0087,0.7998
DNR0391,PRJ0162,0.653
DNR0391,PRJ1885,0.7533
DNR0391,PRJ0027,0.8419
