donor_id,project_id,rating
DR0605,PR1766,3
DR0605,PR1700,2
DR0605,PR1675,2
DR0605,PR1886,3
DR0605,PR1702,4
DR0605,PR1211,3
DR0605,PR0601,4
DR0605,PR1699,4
DR0605,PR0436,3
DR0605,PR1944,3
DR0605,PR1428,4
DR0605,PR1876,2
DR0605,PR0399,3
DR0605,PR1752,3
DR0605,PR0842,4
DR0605,PR0561,3
DR0605,PR0557,2
DR0605,PR1810,3
DR0606,PR0543,1
DR0606,PR1992,3
DR0606,PR0907,3
DR0606,PR1525,4
DR0607,PR0564,3
DR0607,PR1749,3
DR0607,PR0908,1
DR0607,PR1858,4
DR0607,PR0518,4
DR0607,PR1769,4
DR0607,PR0655,3
DR0607,PR1327,2
DR0607,PR0074,2
DR0607,PR1469,3
DR0607,PR1308,2
DR0607,PR0266,1
DR0607,PR0519,3
DR0607,PR0049,4
DR0607,PR1587,2
DR0607,PR0747,4
DR0607,PR0495,1
DR0607,PR0907,5
DR0608,PR1076,1
DR0608,PR0015,5
DR0608,PR0768,4
DR0608,PR0471,1
DR0608,PR1090,2
DR0608,PR0443,2
DR0608,PR0407,5
DR0608,PR1494,4
DR0608,PR1093,1
DR0608,PR0762,1
DR0608,PR1895,4
DR0608,PR0826,2
DR0608,PR1189,4
DR0608,PR0387,4
DR0608,PR0383,4
DR0608,PR1478,2
DR0608,PR1244,1
DR0608,PR0248,4
DR0608,PR0508,2
DR0608,PR0834,3
DR0608,PR1231,2
DR0608,PR0778,3
DR0608,PR0621,3
DR0608,PR1999,3
DR0608,PR1517,2
DR0608,PR1075,2
DR0609,PR0809,3
DR0609,PR0957,2
DR0609,PR0576,5
DR0610,PR1616,5
DR0610,PR1954,4
DR0611,PR1527,2
DR0611,PR0077,4
DR0611,PR0508,2
DR0612,PR0995,4
DR0612,PR0403,3
DR0613,PR0972,3
DR0613,PR0542,4
DR0613,PR0229,4
DR0613,PR0688,4
DR0614,PR0581,2
DR0614,PR1676,3
DR0614,PR1671,1
DR0614,PR0143,4
DR0614,PR0110,1
DR0614,PR1797,4
DR0614,PR0182,2
DR0614,PR0044,3
DR0615,PR1061,2
DR0615,PR0538,5
DR0615,PR1213,3
DR0615,PR1805,3
DR0615,PR0946,2
DR0615,PR0975,5
DR0615,PR1159,3
DR0615,PR1299,2
DR0615,PR0962,3
DR0615,PR0415,5
DR0615,PR1062,5
DR0615,PR0403,4
DR0615,PR0484,4
DR0615,PR1768,4
DR0615,PR1710,3
DR0615,PR0045,2
DR0615,PR0875,3
DR0615,PR0179,4
DR0615,PR0540,4
DR0616,PR0964,2
DR0616,PR0685,4
DR0616,PR0887,3
DR0616,PR1549,1
DR0616,PR0124,2
DR0616,PR0985,1
DR0616,PR0175,2
DR0616,PR1304,3
DR0616,PR1733,3
DR0616,PR1873,3
DR0616,PR1433,3
DR0616,PR1110,2
DR0616,PR1394,4
DR0616,PR1930,4
DR0616,PR0246,5
DR0616,PR1929,5
DR0616,PR0328,2
DR0616,PR1229,3
DR0617,PR1026,3
DR0617,PR0914,1
DR0617,PR0019,1
DR0617,PR0685,3
DR0617,PR1878,2
DR0617,PR1421,3
DR0617,PR1035,3
DR0617,PR1595,3
DR0617,PR0024,4
DR0617,PR1003,3
DR0617,PR1186,2
DR0617,PR0136,1
DR0617,PR1554,2
DR0617,PR0092,4
DR0617,PR1287,3
DR0617,PR1644,2
DR0617,PR1544,5
DR0617,PR0829,2
DR0617,PR1731,2
DR0617,PR1314,4
DR0617,PR0745,4
DR0617,PR0244,4
DR0617,PR1816,3
DR0617,PR0062,3
DR0617,PR1677,3
DR0618,PR1259,4
DR0618,PR0021,3
DR0618,PR0388,4
DR0618,PR0242,2
DR0619,PR1359,1
DR0619,PR1610,3
DR0619,PR0799,3
DR0619,PR1646,2
DR0619,PR0525,4
DR0619,PR0504,2
DR0619,PR1515,2
DR0619,PR1942,2
DR0619,PR0170,3
DR0619,PR0877,3
DR0619,PR1009,4
DR0619,PR1525,3
DR0619,PR1064,4
DR0619,PR0667,4
DR0619,PR1529,2
DR0619,PR1279,3
DR0619,PR1030,4
DR0619,PR1698,2
DR0619,PR0547,3
DR0619,PR0535,2
DR0619,PR0548,5
DR0619,PR1821,1
DR0620,PR0267,3
DR0620,PR1244,3
DR0620,PR1941,2
DR0620,PR1225,1
DR0621,PR1230,5
DR0621,PR1685,3
DR0621,PR1826,5
DR0621,PR0339,3
DR0622,PR1985,3
DR0622,PR0007,5
DR0622,PR0502,1
DR0622,PR0061,2
DR0622,PR0902,5
DR0622,PR1224,3
DR0622,PR1317,2
DR0622,PR1215,3
DR0622,PR0241,5
DR0622,PR1646,1
DR0622,PR0724,2
DR0622,PR0564,2
DR0622,PR1649,3
DR0622,PR1628,3
DR0622,PR1724,4
DR0622,PR0124,4
DR0622,PR1648,4
DR0622,PR0369,3
DR0622,PR1399,3
DR0623,PR1655,2
DR0623,PR1861,2
DR0623,PR0114,3
DR0623,PR0617,5
DR0623,PR1083,3
DR0623,PR1791,4
DR0623,PR0255,3
DR0623,PR1602,3
DR0623,PR1420,2
DR0623,PR0067,4
DR0623,PR1161,5
DR0623,PR0487,2
DR0623,PR1864,4
DR0623,PR1982,2
DR0623,PR0115,4
DR0623,PR1863,2
DR0623,PR1968,4
DR0623,PR0710,3
DR0624,PR0174,3
DR0624,PR1098,4
DR0624,PR0322,2
DR0625,PR1056,2
DR0625,PR1783,5
DR0626,PR1745,5
DR0626,PR0270,3
DR0626,PR1202,2
DR0626,PR0728,3
DR0626,PR1778,3
DR0627,PR1405,3
DR0627,PR0858,3
DR0627,PR1586,4
DR0628,PR0690,2
DR0628,PR1854,3
DR0628,PR0694,4
DR0628,PR1212,4
DR0628,PR0085,2
DR0628,PR0500,2
DR0628,PR0110,4
DR0628,PR1919,3
DR0628,PR1052,1
DR0629,PR1637,2
DR0629,PR0694,2
DR0629,PR0031,2
DR0629,PR1689,3
DR0629,PR1452,4
DR0629,PR1561,3
DR0629,PR0603,3
DR0629,PR1050,4
DR0629,PR1136,3
DR0629,PR0577,4
DR0629,PR1199,5
DR0629,PR1515,3
DR0629,PR0236,2
DR0629,PR1813,3
DR0629,PR1461,4
DR0629,PR1732,3
DR0629,PR0667,4
DR0629,PR1510,3
DR0629,PR0063,3
DR0629,PR1046,4
DR0629,PR1172,2
DR0629,PR0279,4
DR0629,PR1341,3
DR0629,PR0523,3
DR0629,PR0591,3
DR0629,PR0834,3
DR0629,PR1458,4
DR0630,PR0758,3
DR0630,PR0582,1
DR0630,PR1801,3
DR0630,PR1451,4
DR0630,PR0241,4
DR0630,PR0259,5
DR0630,PR0445,3
DR0630,PR1054,2
DR0630,PR0917,4
DR0630,PR0304,3
DR0630,PR1744,4
DR0630,PR0591,3
DR0630,PR1509,2
DR0630,PR1202,4
DR0630,PR1664,5
DR0630,PR1662,3
DR0630,PR0509,2
DR0630,PR0989,4
DR0630,PR1221,3
DR0631,PR0864,3
DR0631,PR1350,2
DR0631,PR1732,3
DR0632,PR0453,3
DR0632,PR0704,3
DR0632,PR1847,3
DR0632,PR0062,4
DR0632,PR1905,3
DR0632,PR0346,2
DR0632,PR1591,2
DR0633,PR1589,4
DR0633,PR0314,3
DR0633,PR1006,2
DR0633,PR0303,1
DR0634,PR0580,2
DR0634,PR1674,3
DR0634,PR0754,5
DR0634,PR1943,4
DR0634,PR0232,1
DR0634,PR1421,2
DR0634,PR1286,3
DR0634,PR0414,3
DR0635,PR1619,3
DR0635,PR0594,3
DR0636,PR0689,4
DR0636,PR1819,5
DR0636,PR1702,3
DR0636,PR0745,3
DR0636,PR1892,5
DR0636,PR0892,2
DR0637,PR0764,5
DR0637,PR1627,3
DR0638,PR1433,4
DR0638,PR1988,1
DR0638,PR1763,2
DR0638,PR1566,3
DR0638,PR0850,3
DR0638,PR1043,2
DR0638,PR0111,3
DR0638,PR1148,2
DR0638,PR1681,2
DR0638,PR1603,3
DR0638,PR1255,3
DR0638,PR0730,3
DR0638,PR1554,2
DR0638,PR0016,3
DR0638,PR0618,4
DR0638,PR1646,4
DR0638,PR1524,3
DR0638,PR1189,5
DR0638,PR0188,4
DR0638,PR0062,4
DR0638,PR1030,3
DR0638,PR0855,3
DR0639,PR1958,1
DR0639,PR1974,4
DR0639,PR1810,2
DR0639,PR1061,2
DR0639,PR1037,2
DR0639,PR1119,1
DR0639,PR0718,4
DR0639,PR1324,4
DR0639,PR1392,4
DR0639,PR0051,4
DR0639,PR0181,5
DR0639,PR0069,3
DR0639,PR0755,3
DR0639,PR0762,1
DR0639,PR1619,5
DR0639,PR1562,3
DR0639,PR1131,5
DR0639,PR0404,3
DR0639,PR1224,3
DR0639,PR0161,3
DR0639,PR0191,5
DR0640,PR1950,3
DR0640,PR0129,3
DR0641,PR1082,2
DR0642,PR1951,3
DR0642,PR1924,2
DR0642,PR0922,4
DR0642,PR1065,2
DR0642,PR0204,2
DR0642,PR1542,4
DR0642,PR1549,3
DR0642,PR0845,3
DR0642,PR1583,2
DR0642,PR0928,4
DR0642,PR0886,2
DR0642,PR0828,4
DR0642,PR0509,2
DR0642,PR1532,3
DR0642,PR1807,2
DR0642,PR0560,4
DR0642,PR1804,2
DR0642,PR1728,3
DR0642,PR1648,4
DR0642,PR0277,3
DR0642,PR1514,3
DR0642,PR0017,4
DR0643,PR0671,1
DR0643,PR1062,4
DR0644,PR0972,4
DR0644,PR0909,2
DR0644,PR1690,4
DR0644,PR1751,3
DR0644,PR0620,3
DR0644,PR0559,1
DR0644,PR1249,2
DR0644,PR1161,4
DR0644,PR0346,3
DR0644,PR0638,3
DR0644,PR0795,2
DR0644,PR1079,2
DR0644,PR0914,5
DR0644,PR1360,3
DR0644,PR0181,4
DR0644,PR0627,3
DR0644,PR1910,1
DR0644,PR1946,3
DR0644,PR0527,3
DR0644,PR0787,3
DR0645,PR1569,4
DR0645,PR1957,2
DR0645,PR1207,3
DR0645,PR0796,3
DR0645,PR0800,5
DR0645,PR0857,3
DR0645,PR1368,2
DR0645,PR1655,3
DR0645,PR1064,2
DR0645,PR0131,5
DR0645,PR1964,2
DR0645,PR1838,2
DR0645,PR0250,3
DR0645,PR1355,3
DR0645,PR1102,2
DR0645,PR0373,5
DR0645,PR1720,4
DR0645,PR0285,1
DR0645,PR1181,3
DR0647,PR1008,4
DR0647,PR1884,5
DR0647,PR0617,4
DR0647,PR1448,3
DR0647,PR1809,3
DR0647,PR1067,4
DR0647,PR1974,5
DR0647,PR0670,5
DR0647,PR1016,4
DR0647,PR1027,3
DR0647,PR0501,3
DR0647,PR0106,4
DR0647,PR1902,1
DR0647,PR0544,3
DR0647,PR1613,1
DR0647,PR0676,4
DR0647,PR0672,5
DR0647,PR1197,3
DR0647,PR0789,3
DR0647,PR1406,3
DR0648,PR1309,2
DR0648,PR0524,1
DR0648,PR1927,2
DR0648,PR1233,1
DR0648,PR0541,4
DR0648,PR0440,3
DR0648,PR1983,2
DR0648,PR0849,4
DR0648,PR1875,4
DR0648,PR0460,2
DR0648,PR0340,2
DR0648,PR0957,1
DR0648,PR0075,3
DR0648,PR0753,3
DR0648,PR0842,3
DR0648,PR0220,4
DR0648,PR0523,3
DR0648,PR1971,4
DR0648,PR0890,3
DR0648,PR0728,3
DR0648,PR0396,2
DR0648,PR1808,2
DR0648,PR0515,4
DR0648,PR1638,2
DR0649,PR1113,3
DR0649,PR0180,4
DR0649,PR1282,2
DR0649,PR0539,4
DR0649,PR0385,4
DR0649,PR1869,4
DR0649,PR0381,1
DR0649,PR1706,2
DR0649,PR1454,2
DR0649,PR1153,3
DR0649,PR1026,1
DR0649,PR1778,1
DR0649,PR1903,5
DR0649,PR0975,4
DR0649,PR1842,3
DR0650,PR0159,4
DR0650,PR1509,1
DR0651,PR0745,2
DR0651,PR0310,1
DR0653,PR0548,3
DR0654,PR1844,5
DR0654,PR1718,3
DR0654,PR1341,4
DR0654,PR1595,3
DR0654,PR1707,3
DR0655,PR0684,4
DR0656,PR0969,4
DR0656,PR0039,3
DR0657,PR1271,3
DR0657,PR0880,5
DR0657,PR0196,4
DR0657,PR1961,2
DR0657,PR0232,1
DR0657,PR1643,1
DR0657,PR0594,3
DR0657,PR0442,2
DR0657,PR0649,5
DR0657,PR1851,2
DR0657,PR1032,3
DR0657,PR1683,3
DR0657,PR0397,2
DR0657,PR0092,4
DR0657,PR0640,2
DR0657,PR1930,3
DR0657,PR1777,2
DR0657,PR0013,3
DR0657,PR1286,5
DR0657,PR0992,2
DR0658,PR0581,1
DR0658,PR0504,4
DR0658,PR0170,2
DR0658,PR1249,2
DR0658,PR0259,3
DR0658,PR0909,3
DR0658,PR0578,5
DR0658,PR0510,5
DR0658,PR1639,4
DR0658,PR0179,3
DR0658,PR0368,5
DR0658,PR0848,4
DR0658,PR0871,2
DR0658,PR0843,4
DR0658,PR0720,2
DR0658,PR0816,1
DR0658,PR1753,5
DR0658,PR0089,5
DR0658,PR0360,4
DR0658,PR0454,5
DR0658,PR0413,5
DR0658,PR0823,3
DR0658,PR0178,1
DR0658,PR1853,3
DR0658,PR1983,2
DR0658,PR0729,5
DR0658,PR0696,4
DR0658,PR1045,5
DR0659,PR0171,2
DR0659,PR1430,4
DR0659,PR1071,2
DR0659,PR0188,3
DR0659,PR1740,3
DR0659,PR0785,3
DR0659,PR0930,4
DR0659,PR1781,4
DR0659,PR1410,5
DR0659,PR1227,4
DR0659,PR0415,3
DR0659,PR1660,3
DR0659,PR0370,1
DR0659,PR1991,3
DR0659,PR0494,2
DR0659,PR0748,2
DR0659,PR1638,1
DR0659,PR1630,3
DR0659,PR0385,1
DR0659,PR1177,2
DR0659,PR1646,3
DR0660,PR0543,2
DR0660,PR0845,4
DR0660,PR1536,3
DR0660,PR1083,1
DR0660,PR1606,4
DR0660,PR0685,3
DR0660,PR1287,1
DR0660,PR1903,2
DR0660,PR1402,1
DR0660,PR0678,2
DR0660,PR1514,2
DR0660,PR0227,4
DR0660,PR1175,4
DR0660,PR0051,2
DR0660,PR0293,3
DR0660,PR1477,4
DR0660,PR0071,1
DR0661,PR0988,3
DR0661,PR1452,1
DR0661,PR1582,3
DR0661,PR0755,4
DR0661,PR1434,4
DR0661,PR0620,3
DR0661,PR0397,2
DR0661,PR0954,2
DR0661,PR1435,4
DR0661,PR1783,4
DR0661,PR0109,2
DR0661,PR0006,5
DR0661,PR1184,4
DR0661,PR1679,2
DR0661,PR1107,2
DR0661,PR1843,5
DR0661,PR0578,4
DR0661,PR0245,4
DR0661,PR0831,1
DR0661,PR1580,3
DR0661,PR0540,4
DR0661,PR0478,3
DR0661,PR0924,3
DR0661,PR1903,3
DR0661,PR0920,3
DR0661,PR0068,3
DR0661,PR1311,3
DR0662,PR0194,4
DR0662,PR1011,2
DR0662,PR1950,4
DR0662,PR1515,1
DR0662,PR0485,3
DR0662,PR1983,5
DR0662,PR1412,3
DR0662,PR1586,3
DR0662,PR1153,1
DR0662,PR0490,3
DR0662,PR0063,4
DR0662,PR1564,4
DR0662,PR1437,1
DR0662,PR0142,3
DR0662,PR0118,4
DR0662,PR1405,3
DR0662,PR0711,5
DR0662,PR1477,4
DR0662,PR0744,4
DR0662,PR1828,5
DR0662,PR1691,3
DR0662,PR1208,2
DR0662,PR0172,4
DR0662,PR1587,3
DR0662,PR0776,3
DR0662,PR1243,4
DR0663,PR0783,1
DR0663,PR1772,2
DR0663,PR0756,2
DR0664,PR0026,3
DR0664,PR0961,4
DR0664,PR1102,5
DR0664,PR1804,4
DR0664,PR1328,3
DR0664,PR0657,4
DR0664,PR0872,4
DR0664,PR0302,1
DR0664,PR1337,3
DR0664,PR1929,3
DR0664,PR1478,4
DR0664,PR0374,4
DR0664,PR0922,1
DR0664,PR0227,3
DR0664,PR1190,5
DR0664,PR1356,2
DR0664,PR1677,4
DR0664,PR0328,3
DR0665,PR0140,3
DR0665,PR1208,4
DR0665,PR0571,4
DR0665,PR1730,4
DR0665,PR1171,1
DR0665,PR0008,4
DR0665,PR1669,3
DR0665,PR1139,4
DR0665,PR0138,3
DR0665,PR1339,4
DR0665,PR0958,1
DR0665,PR0101,3
DR0665,PR1787,3
DR0665,PR0403,3
DR0665,PR0279,4
DR0665,PR1024,5
DR0665,PR1414,2
DR0665,PR0832,1
DR0665,PR1366,3
DR0665,PR0345,2
DR0665,PR1081,2
DR0665,PR0050,3
DR0665,PR0706,3
DR0665,PR1903,4
DR0665,PR1729,4
DR0665,PR1644,5
DR0665,PR1369,4
DR0665,PR1073,2
DR0666,PR0726,5
DR0666,PR1773,3
DR0666,PR1672,4
DR0666,PR1847,4
DR0666,PR1730,4
DR0666,PR0247,3
DR0666,PR1989,3
DR0666,PR0420,1
DR0666,PR0755,3
DR0666,PR0822,3
DR0666,PR0492,4
DR0666,PR1753,4
DR0666,PR1900,4
DR0666,PR1494,3
DR0666,PR1708,3
DR0666,PR1166,3
DR0667,PR0248,2
DR0667,PR1129,4
DR0667,PR0268,3
DR0667,PR1497,3
DR0667,PR0232,4
DR0667,PR1004,2
DR0667,PR1489,3
DR0667,PR1018,2
DR0667,PR0537,2
DR0667,PR1044,3
DR0667,PR0921,3
DR0667,PR1934,3
DR0667,PR0578,2
DR0667,PR1023,3
DR0667,PR0924,4
DR0667,PR1244,4
DR0668,PR1253,1
DR0668,PR0410,3
DR0669,PR0521,3
DR0669,PR0873,4
DR0669,PR1312,2
DR0669,PR1184,1
DR0669,PR0253,4
DR0669,PR0305,3
DR0669,PR0782,2
DR0669,PR1659,2
DR0669,PR1006,3
DR0669,PR0230,2
DR0669,PR1183,4
DR0669,PR0183,4
DR0669,PR1165,3
DR0669,PR0861,2
DR0669,PR1971,2
DR0669,PR1199,2
DR0669,PR1179,3
DR0669,PR0388,2
DR0669,PR0432,2
DR0670,PR1384,3
DR0670,PR0567,2
DR0670,PR1589,4
DR0670,PR1125,2
DR0670,PR1959,2
DR0670,PR1006,5
DR0670,PR0520,4
DR0670,PR0984,2
DR0670,PR1033,2
DR0670,PR0254,3
DR0670,PR0233,3
DR0670,PR0382,3
DR0670,PR1144,5
DR0670,PR0323,1
DR0670,PR0826,2
DR0670,PR1211,3
DR0670,PR1751,4
DR0671,PR1662,3
DR0671,PR1729,4
DR0671,PR0900,4
DR0671,PR0765,3
DR0671,PR1714,3
DR0671,PR1553,2
DR0671,PR1320,5
DR0671,PR1328,4
DR0671,PR0114,2
DR0671,PR0648,3
DR0671,PR0667,2
DR0671,PR1978,2
DR0671,PR0988,5
DR0671,PR1419,1
DR0672,PR1413,1
DR0672,PR0677,3
DR0672,PR1014,5
DR0672,PR0721,3
DR0673,PR0103,1
DR0673,PR1268,4
DR0673,PR0557,3
DR0673,PR1056,4
DR0674,PR0765,3
DR0674,PR0924,4
DR0674,PR1319,3
DR0674,PR0722,1
DR0674,PR0856,3
DR0674,PR0382,2
DR0674,PR1807,1
DR0674,PR1253,3
DR0674,PR0526,2
DR0674,PR0404,4
DR0674,PR0409,3
DR0674,PR1181,5
DR0674,PR0206,2
DR0674,PR0834,1
DR0674,PR1098,4
DR0675,PR0139,4
DR0675,PR0033,3
DR0675,PR0615,4
DR0675,PR0299,3
DR0675,PR1758,3
DR0675,PR0997,5
DR0675,PR1597,3
DR0675,PR1534,2
DR0675,PR1215,2
DR0675,PR0971,4
DR0675,PR0534,3
DR0675,PR1275,2
DR0675,PR0396,3
DR0675,PR0715,5
DR0675,PR0571,2
DR0675,PR1724,2
DR0675,PR1198,3
DR0675,PR0308,3
DR0675,PR0235,1
DR0675,PR1886,2
DR0675,PR1962,3
DR0675,PR0003,4
DR0675,PR0219,2
DR0675,PR1743,3
DR0675,PR1075,1
DR0676,PR0190,4
DR0676,PR1784,4
DR0676,PR1715,2
DR0676,PR0844,2
DR0676,PR0587,4
DR0677,PR0685,5
DR0677,PR1861,1
DR0677,PR0663,2
DR0677,PR0582,2
DR0677,PR0853,2
DR0678,PR1453,2
DR0678,PR0514,2
DR0678,PR1625,3
DR0678,PR0798,1
DR0678,PR1276,5
DR0678,PR1425,3
DR0678,PR0348,3
DR0678,PR0296,5
DR0678,PR1360,3
DR0678,PR0512,1
DR0678,PR1167,3
DR0678,PR0583,3
DR0678,PR0009,4
DR0678,PR1004,2
DR0678,PR1714,3
DR0678,PR1762,4
DR0678,PR0171,1
DR0678,PR1538,3
DR0678,PR0911,5
DR0678,PR0505,3
DR0678,PR1365,3
DR0679,PR0691,1
DR0679,PR0274,2
DR0679,PR0153,5
DR0679,PR0532,2
DR0679,PR1296,3
DR0679,PR1562,3
DR0679,PR1512,3
DR0680,PR0785,3
DR0680,PR1054,3
DR0680,PR0086,4
DR0680,PR1855,2
DR0680,PR1244,3
DR0680,PR0692,5
DR0680,PR0894,4
DR0680,PR0519,1
DR0680,PR1361,5
DR0680,PR1700,4
DR0680,PR0176,4
DR0680,PR1083,3
DR0680,PR1499,3
DR0680,PR1955,3
DR0680,PR1859,4
DR0680,PR0688,4
DR0680,PR0553,3
DR0680,PR0250,3
DR0680,PR0393,4
DR0680,PR0448,2
DR0680,PR1381,4
DR0680,PR0404,3
DR0681,PR0349,2
DR0681,PR0176,4
DR0681,PR1668,3
DR0681,PR1198,2
DR0681,PR1767,3
DR0682,PR1245,3
DR0682,PR0554,3
DR0682,PR1032,2
DR0682,PR0232,2
DR0682,PR0595,2
DR0682,PR0226,1
DR0682,PR0583,2
DR0682,PR0015,2
DR0682,PR1539,4
DR0682,PR0173,1
DR0682,PR0444,2
DR0682,PR1671,1
DR0682,PR1052,1
DR0682,PR1970,5
DR0682,PR0742,3
DR0682,PR1421,4
DR0682,PR1441,3
DR0682,PR0813,5
DR0682,PR1846,3
DR0682,PR1183,3
DR0683,PR0826,2
DR0683,PR0746,3
DR0683,PR1279,1
DR0683,PR0609,3
DR0683,PR1114,5
DR0683,PR0152,4
DR0683,PR1416,3
DR0683,PR1111,5
DR0683,PR0301,5
DR0683,PR0949,2
DR0683,PR0383,2
DR0683,PR1925,2
DR0683,PR1637,3
DR0683,PR1229,5
DR0683,PR0256,1
DR0683,PR0507,1
DR0683,PR1356,2
DR0683,PR0790,2
DR0683,PR0937,1
DR0683,PR1817,3
DR0683,PR1369,4
DR0684,PR1572,4
DR0684,PR0350,4
DR0684,PR1818,5
DR0684,PR1976,3
DR0684,PR0483,5
DR0684,PR0594,3
DR0684,PR0375,1
DR0684,PR1113,2
DR0684,PR0514,4
DR0684,PR1914,1
DR0684,PR1465,2
DR0684,PR1993,2
DR0684,PR0026,4
DR0684,PR1490,4
DR0684,PR0257,2
DR0684,PR0303,2
DR0685,PR0869,1
DR0685,PR0904,3
DR0685,PR1639,3
DR0687,PR0637,3
DR0687,PR1583,5
DR0687,PR0276,3
DR0687,PR1268,3
DR0687,PR1882,3
DR0687,PR1499,1
DR0687,PR0406,3
DR0687,PR1335,4
DR0687,PR1300,4
DR0687,PR1913,3
DR0687,PR1354,2
DR0687,PR1209,1
DR0687,PR1539,3
DR0687,PR1097,2
DR0687,PR1011,2
DR0688,PR1410,4
DR0688,PR0107,3
DR0688,PR0042,1
DR0688,PR0494,4
DR0688,PR1706,4
DR0688,PR0448,4
DR0688,PR1432,4
DR0688,PR0074,3
DR0690,PR1879,4
DR0690,PR0297,3
DR0690,PR0581,4
DR0690,PR1635,5
DR0690,PR0947,3
DR0690,PR1648,2
DR0690,PR1997,2
DR0690,PR0282,5
DR0690,PR0706,3
DR0690,PR0567,4
DR0690,PR0375,4
DR0690,PR0886,4
DR0690,PR0710,3
DR0690,PR0593,2
DR0691,PR0380,4
DR0691,PR0450,3
DR0691,PR1138,2
DR0691,PR1347,3
DR0691,PR0212,2
DR0691,PR1649,4
DR0691,PR1130,2
DR0691,PR0347,4
DR0692,PR1125,4
DR0692,PR1334,4
DR0692,PR0874,1
DR0692,PR1057,2
DR0692,PR0044,4
DR0692,PR0980,3
DR0693,PR1873,4
DR0693,PR0936,2
DR0694,PR1068,3
DR0695,PR0753,1
DR0695,PR1186,1
DR0695,PR0482,3
DR0696,PR1185,3
DR0696,PR1215,3
DR0696,PR0384,4
DR0696,PR1382,3
DR0696,PR0166,4
DR0696,PR1333,2
DR0696,PR0392,2
DR0696,PR0653,3
DR0696,PR0511,3
DR0696,PR0640,5
DR0696,PR1449,2
DR0696,PR0958,3
DR0696,PR1475,3
DR0696,PR0117,3
DR0696,PR0709,5
DR0696,PR0015,2
DR0696,PR1670,1
DR0696,PR0962,3
DR0696,PR1751,1
DR0696,PR1343,2
DR0696,PR0007,3
DR0697,PR0150,3
DR0697,PR1252,3
DR0697,PR1600,2
DR0697,PR1686,4
DR0697,PR0527,2
DR0697,PR1132,1
DR0697,PR0573,2
DR0697,PR1516,1
DR0697,PR0736,2
DR0697,PR0570,3
DR0697,PR1533,2
DR0697,PR0351,4
DR0697,PR0334,1
DR0697,PR1844,4
DR0697,PR0760,5
DR0698,PR0204,1
DR0699,PR0842,1
DR0699,PR1020,4
DR0699,PR0633,4
DR0699,PR0702,2
DR0699,PR0220,3
DR0699,PR1378,3
DR0699,PR0472,5
DR0699,PR1763,2
DR0699,PR1653,2
DR0699,PR1909,2
DR0699,PR0879,4
DR0699,PR0470,3
DR0699,PR0824,3
DR0699,PR1549,4
DR0699,PR0729,4
DR0699,PR1504,5
DR0699,PR1240,5
DR0700,PR0407,4
DR0701,PR1692,2
DR0701,PR1390,4
DR0701,PR0354,2
DR0702,PR1057,4
DR0702,PR0165,3
DR0702,PR0904,4
DR0702,PR0130,4
DR0702,PR1817,4
DR0702,PR1623,4
DR0702,PR1789,2
DR0702,PR1078,2
DR0702,PR1672,4
DR0702,PR1275,1
DR0702,PR1340,2
DR0702,PR1486,4
DR0702,PR1168,5
DR0703,PR0867,2
DR0704,PR1755,3
DR0705,PR1673,5
DR0705,PR0446,3
DR0705,PR0145,2
DR0705,PR0180,2
DR0705,PR0627,4
DR0705,PR1242,4
DR0705,PR1723,3
DR0705,PR1954,5
DR0705,PR0422,4
DR0705,PR0489,4
DR0705,PR0216,1
DR0705,PR1839,2
DR0705,PR0034,5
DR0707,PR0196,4
DR0707,PR1044,2
DR0708,PR0856,3
DR0708,PR0610,1
DR0708,PR1121,1
DR0708,PR1950,1
DR0709,PR0139,3
DR0709,PR1026,3
DR0709,PR0314,3
DR0709,PR0624,3
DR0709,PR0156,3
DR0709,PR1447,2
DR0709,PR0518,1
DR0709,PR0049,3
DR0709,PR1115,3
DR0709,PR0179,4
DR0709,PR0917,4
DR0709,PR0094,2
DR0709,PR0276,2
DR0709,PR1061,1
DR0709,PR0537,2
DR0709,PR1992,2
DR0709,PR0866,3
DR0709,PR0129,2
DR0710,PR0420,2
DR0710,PR0629,1
DR0711,PR0843,1
DR0711,PR0740,1
DR0712,PR0043,2
DR0713,PR0810,4
DR0713,PR0004,3
DR0713,PR0135,2
DR0713,PR0025,4
DR0713,PR1289,4
DR0713,PR0599,5
DR0713,PR0227,4
DR0713,PR0409,2
DR0713,PR0250,2
DR0713,PR0481,5
DR0713,PR0689,3
DR0713,PR0751,4
DR0713,PR0684,4
DR0713,PR1967,2
DR0714,PR0175,4
DR0714,PR1002,3
DR0714,PR0774,4
DR0714,PR1628,5
DR0714,PR1600,3
DR0714,PR0158,4
DR0714,PR1456,5
DR0714,PR1071,4
DR0715,PR1006,3
DR0717,PR1507,3
DR0717,PR0897,4
DR0717,PR1880,1
DR0717,PR0760,3
DR0717,PR1772,2
DR0717,PR0131,2
DR0717,PR0446,2
DR0717,PR1025,2
DR0717,PR0984,3
DR0717,PR0952,3
DR0717,PR1345,5
DR0717,PR0157,4
DR0717,PR0264,1
DR0717,PR1618,4
DR0717,PR0437,3
DR0717,PR1243,4
DR0717,PR1100,2
DR0717,PR0173,3
DR0717,PR1092,5
DR0717,PR1989,1
DR0717,PR1176,5
DR0717,PR0458,3
DR0717,PR1259,3
